Date,Open,High,Low,Close,Volume,VWAP,TWAP
2018-02-08,7593.53458084,8558.54171274,7593.53458084,8240.32710543,524447.39941622,8187.11931178,8199.00926395
2018-02-07,7721.53409119,8513.02460311,7222.59375995,7596.10237711,725845.56632251,7854.64110025,7895.24988414
2018-02-06,6926.23025842,7882.77484439,6015.18547986,7757.30430767,1305365.9647779,6873.39476073,6835.32653594
2018-02-05,8199.38159455,8344.10930119,6707.77137555,6901.78583823,888908.85414974,7575.40246171,7658.69352673
2018-02-04,9162.55555631,9288.12279117,7934.62064529,8230.12521298,473412.41799351,8717.32668322,8723.19451531
2018-02-03,8833.95649251,9426.91940571,8187.94370348,9129.86494707,443264.53920991,8810.28987941,8883.17526417
2018-02-02,9114.79696019,9114.79696019,7715.33790542,8843.46440844,896619.88360203,8585.5962567,8585.90593615
2018-02-01,10269.05775806,10294.32982594,8738.92695185,9152.85985248,602147.24395991,9535.97346059,9632.12976147
2018-01-31,10171.61408102,10415.48145012,9768.48040086,10226.02130827,376228.45641659,10121.89820197,10118.8187273
2018-01-30,11323.57193001,11335.97437261,9995.12941891,10078.06065502,447111.19079866,10723.46394728,10801.70802514
2018-01-29,11845.90917598,11926.01236942,11227.16433104,11335.42690867,259565.51884267,11465.94753609,11459.45586937
2018-01-28,11547.1948995,12081.98541667,11484.49459194,11847.6354281,288059.6403175,11806.00303107,11804.71505944
2018-01-27,11161.02355168,11738.07474917,10986.42204233,11538.52009558,307399.41247901,11283.34177509,11309.3378483
2018-01-26,11325.10717548,11717.0687044,10456.17362914,11168.19599971,495536.34779895,11076.62588837,11109.45986394
2018-01-25,11551.31834172,11869.99428541,11190.23604828,11352.52679322,345878.24523992,11502.29118374,11494.14312799
2018-01-24,11026.75231538,11690.2347615,10753.02984747,11459.92299477,399131.38173308,11164.46365618,11179.76267314
2018-01-23,11121.9968568,11469.05957543,10256.06287439,10962.71770052,523048.45542518,10921.00057086,10929.33353839
2018-01-22,11959.89565286,12156.13393469,10352.43452851,11149.41236581,545327.11013599,11397.51919666,11434.1979666
2018-01-21,13504.93967664,13504.93967664,11555.96946647,11835.51622421,464489.77517471,12326.22754378,12327.87437014
2018-01-20,11959.75714091,13653.5165712,11959.75714091,13479.28791436,440151.27064015,13062.68006027,13050.78906559
2018-01-19,11622.20193309,12250.16918605,11269.7572333,11915.4217551,433030.78030098,11826.35692169,11832.0503085
2018-01-18,11543.99302173,12378.19913385,11080.06957832,11671.30754588,665369.94309298,11792.87367027,11807.70864833
2018-01-17,11506.75895175,11962.28506404,9514.3624591,11481.42711383,1027896.97766237,10824.36772408,10832.52986227
2018-01-16,14353.84815727,14353.84815727,10068.42034686,11631.41756156,899587.80840263,12324.34182004,12632.06797621
2018-01-15,14313.91893158,14905.16227993,14251.43973201,14310.51979757,269231.56927452,14507.53587251,14508.75242926
2018-01-14,15067.160952,15180.87119754,13812.15444704,14338.81114854,276543.04021531,14421.29533335,14440.41155219
2018-01-13,14651.34132048,15303.5695288,14637.62544507,15084.9734676,242983.80410711,15025.31776822,15031.4479967
2018-01-12,14009.01807192,14817.69999045,13610.46521696,14638.58540973,313276.20368953,14400.1779926,14418.56301675
2018-01-11,15592.5317071,15619.12917639,13701.90582904,13966.75602597,462905.22246686,14487.03378,14508.54879638
2018-01-10,15440.17635965,15554.95187395,14576.91398224,15544.1727332,373795.80336962,15147.64593115,15149.00765718
2018-01-09,15694.8842655,16126.39140461,15217.72266605,15418.99102884,309061.50915674,15745.21400389,15736.05153832
2018-01-08,16903.61336759,16932.01880036,14884.92772903,15716.96366289,400426.69627568,15970.43471621,16063.90956775
2018-01-07,18061.69590837,18061.69590837,16608.55288597,16899.36641243,227280.74940512,17367.4508187,17345.21713306
2018-01-06,17982.55354725,18140.49170013,17261.727195,18063.60911189,292739.03251156,17700.86333639,17705.39887556
2018-01-05,15864.98635628,18195.17358429,15681.81987655,17972.54392154,415004.98196874,16763.89168439,16706.26495914
2018-01-04,15580.54455555,15894.4055971,15048.09445129,15854.35007415,343297.2588932,15467.80584226,15469.79684945
2018-01-03,15282.71522162,15946.08474418,15211.28999496,15525.38225143,282855.42241471,15520.37325974,15520.77823401
2018-01-02,14098.89475581,15663.29999011,13762.1458033,15299.54747616,344679.62682207,14516.37020478,14455.87795033
2018-01-01,14505.89476724,14505.89476724,13617.45963308,14092.74282453,225906.21427446,14103.17809717,14093.73446896
2017-12-31,13122.66446794,14774.27813777,13005.67298496,14486.87439918,307453.78366897,13817.91221463,13860.48233819
2017-12-30,15062.01852258,15093.21017554,12784.90820308,13234.82233343,418844.39815765,13798.64356815,13848.17052548
2017-12-29,14960.8936688,15520.84018455,14701.79108635,15083.14898759,290846.14572055,15084.01431297,15080.89257507
2017-12-28,16071.54260155,16093.70942825,14253.30876932,14894.76327856,435715.83635828,14833.80511685,14858.49206651
2017-12-27,16497.09779159,17302.53587299,15428.19619745,16062.60564623,364239.93216257,16390.88303867,16384.74902969
2017-12-26,14275.05526201,16761.53071236,14249.43014396,16473.0758855,384127.62260805,15865.51823828,15773.26509837
2017-12-25,14190.77091991,14798.37743614,13710.89628471,14301.115421,270343.2979569,14247.6298307,14260.12929924
2017-12-24,14948.28029061,14948.28029061,12965.96661746,14136.18014335,424704.92299211,13978.22652143,13993.80475813
2017-12-23,14214.04901756,15792.80269803,14174.85791697,14864.91034959,392950.9001974,14964.11944712,15067.58930056
2017-12-22,16266.93843492,16403.9339501,11846.52476518,14131.16931542,1002122.88827962,14168.1806273,14280.70778253
2017-12-21,16975.87983742,17781.20823332,15647.98296372,16153.51507014,409548.4140239,16777.28544076,16781.57031333
2017-12-20,18099.1965909,18225.39665252,16394.81916684,16954.44156338,517455.65400039,17324.31308525,17325.02958718
2017-12-19,19185.51647193,19363.89085062,17589.25760233,18084.83027801,401118.85138671,18669.78014712,18717.81106364
2017-12-18,19364.27416385,19476.31287866,18426.88390454,19176.5131107,340666.73846152,19043.06093916,19042.63741164
2017-12-17,19560.21730093,20142.12177478,19015.71968539,19329.73030988,314854.46684347,19583.75286418,19575.32234207
2017-12-16,17835.47589778,19740.76831812,17682.31608696,19587.37490631,311896.89555257,18461.2373076,18490.57774272
2017-12-15,16703.20565688,18295.91235371,16702.44073824,17826.8812593,405286.47749836,17759.81587881,17737.97000151
2017-12-14,16507.62870946,17003.97714018,16340.66415554,16700.33021573,295016.2360126,16633.19550212,16634.92286876
2017-12-13,17092.64099731,17256.57867729,16066.53541999,16505.53903055,387489.33887205,16786.55784136,16788.55471021
2017-12-12,16968.48900444,17443.6809699,16574.17432782,17056.47508865,381969.5733402,17010.86741442,17015.19089009
2017-12-11,15395.15159612,17524.52895019,15395.15159612,16899.93251777,514432.37132921,16785.85586599,16805.25649777
2017-12-10,15314.06264337,16003.09364941,13026.13902613,15347.84775233,748357.56146983,14651.01513252,14634.30099415
2017-12-09,16836.33776666,17075.2016224,13430.69782199,15236.69764591,554248.32052021,15776.91709473,15508.82804747
2017-12-08,18652.14766105,19201.61522249,14760.08795186,16775.66661757,1501101.82799433,16597.09482372,16697.6440743
2017-12-07,14419.18770524,18637.87899415,14313.34396773,18637.87899415,1121254.27258995,16035.21550771,15847.7857092
2017-12-06,12067.25584462,14499.04196161,12067.25584462,14443.70534513,579984.17703879,13157.30260671,13078.51375959
2017-12-05,11724.66458127,12109.05304603,11685.99150632,12050.63108213,308103.28398584,11900.87869023,11903.07492977
2017-12-04,11399.21954219,11705.55477217,11147.51800281,11705.55477217,334147.83041866,11471.55564578,11476.87916135
2017-12-03,11123.16814999,11916.04025766,10852.75448033,11397.10507324,587452.79814907,11426.62835154,11438.81988064
2017-12-02,11038.02925682,11338.12982902,10940.67537961,11128.48224762,354191.48097891,11143.22019326,11142.18793414
2017-12-01,10297.89668551,11080.97522652,9753.75910247,11049.96675116,560691.08034496,10382.25421628,10418.76235494
2017-11-30,10012.23838146,11003.25658498,9363.61525713,10360.52356475,824107.55167045,10181.09108032,10174.75715318
2017-11-29,10254.09997609,11603.57556365,9344.57248611,9925.74225809,1169983.38373913,10695.82015336,10769.39643463
2017-11-28,9856.05063852,10277.38292471,9795.28366208,10249.97157964,418718.69525952,10087.27034945,10086.25863164
2017-11-27,9353.85569537,9861.5899218,9353.85569537,9846.20476479,435937.75479666,9714.12769599,9713.30039532
2017-11-26,8798.75138825,9504.69646054,8798.75138825,9335.73873562,448536.06895989,9112.73422023,9096.37009344
2017-11-25,8274.93155206,8812.28430713,8249.79464924,8812.28430713,302246.85362071,8507.17564784,8507.49801841
2017-11-24,8083.3235272,8442.75976967,8005.10639145,8284.05304898,323615.93440585,8236.32516623,8231.52315823
2017-11-23,8296.66869522,8319.44436793,8111.01147177,8111.01147177,249860.26206457,8237.43246064,8237.79032633
2017-11-22,8141.667962,8343.95266773,8136.5029023,8298.67307376,248662.38527082,8247.70316519,8253.36784966
2017-11-21,8278.38353065,8366.50659812,7909.60770082,8140.54647807,428155.86037265,8211.87235026,8211.88993577
2017-11-20,8029.29655943,8323.99263119,7948.47095039,8272.99185494,279535.00137075,8124.44105404,8117.52396059
2017-11-19,7811.84100681,8070.60240412,7729.79188055,8025.79523055,245455.0411312,7853.85954068,7850.46718834
2017-11-18,7735.85325999,7867.38865841,7496.14508018,7816.3648579,336819.26031857,7722.1173449,7728.94282684
2017-11-17,7783.18354026,8029.28563789,7581.54883559,7747.80471727,485646.75558306,7863.82410489,7863.0835109
2017-11-16,7366.06736298,7798.82326605,7224.42762805,7783.5783579,506668.17281302,7414.48921552,7410.0621378
2017-11-15,6688.83410233,7385.26437051,6688.83410233,7346.66878553,476703.55011044,7116.87262285,7095.47988224
2017-11-14,6584.93893334,6771.38190483,6506.11106308,6673.89848864,345577.4429255,6651.43678804,6647.12949487
2017-11-13,5903.497154,6803.5778657,5882.16899915,6572.29188439,785432.05792732,6352.60093078,6380.51878708
2017-11-12,6367.579515,6458.05171679,5551.79708077,5932.3503373,1119912.87182696,6109.47402343,6112.27939953
2017-11-11,6603.61863526,6877.76161074,6227.34852311,6380.79045773,559742.44779537,6573.31832843,6567.13021837
2017-11-10,7215.44212058,7351.42176548,6447.20968237,6612.45786366,660076.32538422,6946.43739756,6998.18939152
2017-11-09,7495.03287884,7495.03287884,7157.51798061,7185.26435098,375352.76852375,7310.67817936,7308.69935355
2017-11-08,7184.10752013,7746.80812642,7153.0609137,7515.24306917,535537.09952132,7404.54300356,7407.69772916
2017-11-07,7083.57616752,7304.07849705,7077.97497962,7188.33987474,300139.15452385,7185.8681637,7184.85335262
2017-11-06,7428.22437226,7484.17722983,7068.64240188,7068.64240188,429172.78634646,7320.4242913,7327.1898467
2017-11-05,7410.71385864,7630.22333016,7337.13963072,7428.64535621,304576.44821216,7498.51303537,7499.32093463
2017-11-04,7242.86934016,7467.93625745,7042.36545663,7411.37584938,326055.25645764,7274.3923742,7284.95290523
2017-11-03,7112.07110898,7492.8261246,7009.10855264,7267.01255493,454388.64009776,7286.63948619,7291.96912544
2017-11-02,6791.90338436,7463.13484212,6791.90338436,7107.87884303,695101.07211469,7052.51619863,7037.88548405
2017-11-01,6445.45369684,6781.46319746,6379.00740888,6775.77284769,370534.1090521,6531.75490524,6530.39488829
2017-10-31,6103.99449935,6458.56111466,6076.49429543,6458.56111466,328186.02430692,6235.75033707,6223.75683357
2017-10-30,6112.95948095,6176.47418559,6009.74684361,6111.50779606,256195.63274006,6092.8467592,6092.51241524
2017-10-29,5730.99723219,6210.32998482,5712.39169957,6140.55560734,368650.55433783,5895.40948343,5866.35340886
2017-10-28,5778.24824821,5876.21577198,5676.55475385,5728.54313514,193502.55576722,5762.41689686,5759.69363041
2017-10-27,5889.24968647,5968.30229738,5704.46318699,5765.88271952,275524.87745354,5829.43583795,5827.12125013
2017-10-26,5721.61283826,5977.91069467,5697.80843464,5885.86418577,312991.08942189,5829.81132698,5828.81813832
2017-10-25,5536.82685706,5731.04423597,5391.49466051,5727.60786736,339819.07746841,5549.7629995,5552.17985994
2017-10-24,5936.86049825,5936.86049825,5489.54974968,5533.41828995,467944.63227908,5672.53442694,5672.98915216
2017-10-23,6010.13119651,6073.08859398,5731.92155208,5934.38773287,397661.49419689,5909.95810447,5912.31400583
2017-10-22,6045.26705298,6095.85306194,5800.74994785,6015.08811607,344491.7155325,5949.9797779,5950.98816263
2017-10-21,6003.6515227,6197.65310098,5978.09762432,6045.50281636,331794.41726052,6112.86412623,6111.45599971
2017-10-20,5696.17509609,6051.70677952,5612.63613259,6013.68170365,386560.11717114,5822.34899573,5787.75571298
2017-10-19,5590.75189363,5730.37906418,5537.25105972,5695.73212537,257883.87354358,5657.01448504,5662.02377347
2017-10-18,5626.79120329,5626.79120329,5135.01551565,5586.52471728,446192.95272182,5425.58809903,5429.47035701
2017-10-17,5741.61285277,5751.76734259,5557.83982364,5626.6348948,219887.35876587,5641.49484048,5641.46584263
2017-10-16,5707.18641571,5764.69045988,5587.5866354,5740.90394989,230183.31192198,5673.70624654,5676.20820717
2017-10-15,5779.26129956,5839.5680851,5459.21241324,5690.17675762,340458.11822113,5640.69930189,5645.43919048
2017-10-14,5658.38341929,5775.68415316,5608.45839378,5768.5050781,445701.05267907,5686.36874378,5691.30204926
2017-10-13,5468.00817365,5871.16707953,5439.01978896,5659.04597626,656226.91609058,5665.72894161,5662.26598334
2017-10-12,4830.70181001,5441.84990074,4827.47909131,5441.84990074,478479.96392837,5175.83377453,5123.24343666
2017-10-11,4832.43978529,4928.09104499,4797.43496392,4829.12807538,235138.30329244,4856.6345945,4856.56246011
2017-10-10,4765.67226804,4916.27663769,4765.67226804,4823.88256581,346009.11170791,4829.1395671,4829.17074425
2017-10-09,4584.08821965,4851.02629342,4539.89358456,4766.09056986,302068.90386228,4646.19113264,4636.7670466
2017-10-08,4411.04976037,4589.03925719,4402.27600801,4583.81304834,204785.75298603,4488.18755161,4477.66016334
2017-10-07,4365.60189315,4431.52822997,4321.93563657,4417.93344067,135197.25473587,4352.19915259,4351.22774162
2017-10-06,4328.27459754,4393.24191516,4305.91090128,4365.38780249,186092.8599803,4354.71920878,4354.76438096
2017-10-05,4234.57626824,4364.59185785,4159.08277712,4329.49202355,216704.7127511,4269.91704756,4266.88078752
2017-10-04,4321.42199145,4345.28270895,4211.64897154,4231.41648836,172571.39083182,4272.06177344,4269.18204401
2017-10-03,4395.27184569,4418.28410139,4248.69090219,4320.19353822,217265.45708018,4318.9200759,4320.91889162
2017-10-02,4364.10413509,4444.58173553,4359.20492781,4396.55180901,208895.05242636,4397.93700625,4398.14310192
2017-10-01,4324.65338034,4365.3968291,4253.39812532,4363.12604393,189364.61314288,4300.83603162,4301.30812418
2017-09-30,4139.89756022,4331.74684102,4135.95652562,4323.17383749,200736.66296881,4249.34961811,4251.53832099
2017-09-29,4147.55447083,4183.88303228,4009.89211173,4139.5299422,236650.69279805,4119.12434889,4120.51885914
2017-09-28,4169.62865299,4230.19046525,4093.59458863,4148.31676042,254784.09099612,4158.99495671,4158.2622487
2017-09-27,3855.00060379,4184.14713509,3851.47207513,4163.93673903,275877.52682664,4009.81043969,3995.60607715
2017-09-26,3894.17204107,3924.33646556,3838.86360898,3858.97573972,176046.28029899,3890.93300246,3890.36219113
2017-09-25,3666.19216996,3916.57209802,3666.19216996,3892.4114725,248678.92477086,3812.7569759,3797.85564548
2017-09-24,3769.49706803,3769.49706803,3639.30939863,3669.18265149,141801.25560511,3699.31603795,3698.31546892
2017-09-23,3615.81213173,3804.24975725,3583.52504595,3772.05235305,187118.99422959,3712.90191606,3715.64540191
2017-09-22,3627.25786682,3747.1939752,3543.75310668,3619.37391118,248382.7744766,3634.27549592,3634.81612031
2017-09-21,3836.88948047,3878.29044297,3611.18492935,3630.17478078,300792.63996541,3774.37925682,3784.44044153
2017-09-20,3879.81878446,3986.82832981,3812.6676304,3837.40483356,214565.17586193,3901.51783978,3902.61941107
2017-09-19,4020.24616743,4041.90351419,3814.21921734,3896.91076728,290630.37321702,3926.64240505,3926.91807113
2017-09-18,3538.58731219,4007.3934629,3538.58731219,4007.3934629,383609.12692098,3830.41306591,3819.58588741
2017-09-17,3586.83885103,3626.325558,3418.00268192,3539.24668009,295765.28240898,3530.80582446,3534.35117883
2017-09-16,3634.58763589,3811.93123512,3431.44383535,3597.77682007,453522.96667376,3641.69406766,3628.00933075
2017-09-15,3070.1651796,3731.71865022,2912.35840185,3630.04923277,1070084.45623609,3357.24456314,3345.25491809
2017-09-14,3874.05893158,3925.02466217,3056.43025364,3057.97778358,774157.38082562,3540.42920554,3590.28810905
2017-09-13,4122.06138219,4122.06138219,3786.7330678,3886.43558538,479087.77627579,3934.60751641,3942.47256053
2017-09-12,4154.40053867,4335.50504438,4056.12749394,4120.67845577,314936.07982531,4199.72657745,4205.2062665
2017-09-11,4067.17873284,4243.75697651,4052.92443024,4149.48955397,271251.62968198,4147.77415307,4147.84651481
2017-09-10,4191.84479247,4191.84479247,3864.64990117,4065.64417631,329296.83549701,4063.65766952,4061.82646319
2017-09-09,4218.10180221,4290.77003294,4072.47687922,4197.09874123,268065.38713453,4194.2074087,4190.35817061
2017-09-08,4605.4516695,4646.40514362,4023.32136215,4211.5068252,486377.71659534,4355.50885049,4431.8313894
2017-09-07,4599.74147533,4653.33961026,4503.8229813,4605.09376198,211095.58542225,4582.1557994,4585.49686276
